
<<< setup

 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 838 variables, 1,184 constraints
 ! Presolve      : 349 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.03s (0.03s extraction + 0.01s propagation)
 !  . Log search space  : 243.2 (before), 243.2 (after)
 !  . Memory usage      : 4.1 MB (before), 4.1 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        640                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             4      213  0.18s        1      (gap is 100.0%)
 ! Using failure-directed search.
               4      675          6    1         1 >= vUsed(5)
 + New bound is 1 (gap is 75.00%)
               4      875          6    1         1 >= vUsed(6)
 + New bound is 2 (gap is 50.00%)
               4    1,151        436    1   F         !presenceOf(itvJ2V#71#5)
 + New bound is 3 (gap is 25.00%)
               4   34,498        277    1   F         !presenceOf(itvJ2V#73#1)
 + New bound is 4 (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 1 solution found.
 ! Best objective         : 4 (optimal - effective tol. is 0)
 ! Best bound             : 4
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 262,893
 ! Number of fails        : 153,713
 ! Total memory usage     : 69.5 MB (69.1 MB CP Optimizer + 0.4 MB Concert)
 ! Time spent in solve    : 5.38s (5.35s engine + 0.03s extraction)
 ! Search speed (br. / s) : 49,148.1
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
 *        40,473   12,966  0.62s        3      (gap is 1.17%)
 *        40,467   13,802  0.62s        3      (gap is 1.15%)
 *        40,463   16,177  0.70s        2      (gap is 1.14%)
 *        40,459   16,355  0.79s        2      (gap is 1.13%)
 *        40,449   19,385  0.95s        2      (gap is 1.11%)
 *        40,443   20,451  0.95s        2      (gap is 1.10%)
 *        40,439   24,146  1.22s        2      (gap is 1.09%)
 ! Time = 1.22s, Average fail depth = 18, Memory usage = 54.6 MB
 ! Current bound is 40,000 (gap is 1.09%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        40,433   23,802  1.29s       10      (gap is 1.07%)
 *        40,411   27,371  1.29s        1      (gap is 1.02%)
 *        40,399   30,734  1.37s        1      (gap is 0.99%)
 *        40,393   36,125  1.69s        1      (gap is 0.97%)
 *        40,387   80,431  5.49s       14      (gap is 0.96%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 44 solutions found.
 ! Best objective         : 40,387 (gap is 0.96%)
 ! Best bound             : 40,000
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 5,840,818
 ! Number of fails        : 2,758,342
 ! Total memory usage     : 55.0 MB (53.7 MB CP Optimizer + 1.2 MB Concert)
 ! Time spent in solve    : 30.08s (30.08s engine + 0.01s extraction)
 ! Search speed (br. / s) : 194,240.7
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	charge	2	880	885
1	charge	2	1384	1389
1	charge	4	56	61
1	charge	4	198	203
1	charge	4	340	345
1	charge	4	482	487
1	charge	4	624	629
1	charge	4	766	771
1	charge	4	908	913
1	charge	4	1050	1055
1	charge	4	1192	1197
1	charge	4	1334	1339
1	charge	5	786	791
1	charge	5	942	947
1	return	0	1395	1395
1	start	0	0	0
2	charge	2	40	45
2	charge	2	208	213
2	charge	2	376	381
2	charge	2	544	549
2	charge	2	712	717
2	charge	2	1048	1053
2	charge	2	1216	1221
2	charge	3	606	611
2	charge	3	770	775
2	charge	3	934	939
2	charge	5	162	167
2	charge	5	318	323
2	charge	5	474	479
2	charge	5	630	635
2	charge	5	1098	1103
2	charge	5	1254	1259
2	charge	5	1410	1415
2	start	0	0	0
2	return	0	1427	1427
3	charge	1	167	172
3	charge	1	289	294
3	charge	1	411	416
3	charge	1	533	538
3	charge	1	655	660
3	charge	1	777	782
3	charge	1	899	904
3	charge	1	1021	1026
3	charge	1	1143	1148
3	charge	1	1265	1270
3	charge	1	1387	1392
3	start	0	0	0
3	return	0	1421	1421
4	charge	3	114	119
4	charge	3	278	283
4	charge	3	442	447
4	charge	3	1098	1103
4	charge	3	1262	1267
4	charge	3	1426	1431
4	charge	6	156	161
4	charge	6	310	315
4	charge	6	464	469
4	charge	6	618	623
4	charge	6	772	777
4	charge	6	926	931
4	charge	6	1080	1085
4	charge	6	1234	1239
4	charge	6	1388	1393
4	start	0	0	0
4	return	0	1439	1439
Version identifier: 20.1.0.0 | 2020-11-10 | 9bedb6d68
CPXPARAM_TimeLimit                               30
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.050000000000000003
CPXPARAM_MIP_Tolerances_MIPGap                   0.050000000000000003
Tried aggregator 1 time.
MIP Presolve eliminated 19854 rows and 10644 columns.
MIP Presolve modified 2712 coefficients.
Reduced MIP has 1785 rows, 10596 columns, and 33132 nonzeros.
Reduced MIP has 10584 binaries, 12 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.05 sec. (29.72 ticks)
Tried aggregator 1 time.
Detecting symmetries...
MIP Presolve modified 2064 coefficients.
Reduced MIP has 1785 rows, 10596 columns, and 33132 nonzeros.
Reduced MIP has 10584 binaries, 12 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.03 sec. (24.74 ticks)
Probing fixed 32 vars, tightened 0 bounds.
Probing time = 0.16 sec. (63.40 ticks)
Cover probing fixed 0 vars, tightened 16 bounds.
Clique table members: 21986.
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 16 threads.
Root relaxation solution time = 0.17 sec. (138.54 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

      0     0    40387.0000   120                  40387.0000       27         
*     0+    0                        40387.0000    40387.0000             0.00%
      0     0        cutoff          40387.0000    40387.0000       27    0.00%
Elapsed time = 0.84 sec. (506.93 ticks, tree = 0.01 MB, solutions = 1)

Root node processing (before b&c):
  Real time             =    0.86 sec. (507.69 ticks)
Parallel b&c, 16 threads:
  Real time             =    0.00 sec. (0.00 ticks)
  Sync time (average)   =    0.00 sec.
  Wait time (average)   =    0.00 sec.
                          ------------
Total (root+branch&cut) =    0.86 sec. (507.69 ticks)
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 2,314 variables, 3,321 constraints
 ! Presolve      : 2,552 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.15s (0.15s extraction + 0.01s propagation)
 !  . Log search space  : 517.2 (before), 517.2 (after)
 !  . Memory usage      : 8.5 MB (before), 8.5 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0      1,855                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             7      359  0.60s        1      (gap is 100.0%)
 *             6      938  0.60s        3      (gap is 100.0%)
 *             5    1,296  0.60s        3      (gap is 100.0%)
 ! Using failure-directed search.
               5    1,872          1    1         1 >= vUsed(9)
 + New bound is 2 (gap is 60.00%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 3 solutions found.
 ! Best objective         : 5 (gap is 60.00%)
 ! Best bound             : 2
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 490,676
 ! Number of fails        : 233,956
 ! Total memory usage     : 182.1 MB (180.0 MB CP Optimizer + 2.1 MB Concert)
 ! Time spent in solve    : 30.12s (29.98s engine + 0.15s extraction)
 ! Search speed (br. / s) : 16,369.5
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	mission	1	0	55
11	mission	1	55	177
3	mission	1	177	299
9	mission	1	299	421
2	mission	1	421	543
1	mission	1	543	665
5	mission	1	665	787
9	mission	1	787	909
8	mission	1	909	1031
2	mission	1	1031	1153
8	mission	1	1153	1275
2	mission	1	1275	1397
4	mission	1	1397	1440
2	mission	2	0	94
10	mission	2	94	230
7	mission	2	230	366
3	mission	2	366	502
8	mission	2	502	638
4	mission	2	638	774
11	mission	2	774	910
6	mission	2	910	1046
12	mission	2	1046	1182
7	mission	2	1182	1318
5	mission	2	1318	1440
3	mission	3	0	52
8	mission	3	52	178
6	mission	3	178	304
10	mission	3	304	430
5	mission	3	430	556
10	mission	3	556	682
7	mission	3	682	808
2	mission	3	808	934
7	mission	3	934	1060
10	mission	3	1060	1186
9	mission	3	1186	1312
6	mission	3	1312	1438
4	mission	4	0	46
12	mission	4	46	184
2	mission	4	184	322
1	mission	4	322	460
6	mission	4	460	598
2	mission	4	598	736
1	mission	4	736	874
5	mission	4	874	1012
1	mission	4	1012	1150
11	mission	4	1150	1288
3	mission	4	1288	1426
5	mission	5	0	133
4	mission	5	133	273
8	mission	5	273	413
7	mission	5	413	553
11	mission	5	553	693
8	mission	5	693	833
10	mission	5	833	973
9	mission	5	973	1113
6	mission	5	1113	1253
1	mission	5	1253	1393
9	mission	5	1393	1440
6	mission	6	0	121
1	mission	6	121	267
11	mission	6	267	413
4	mission	6	413	559
3	mission	6	559	705
12	mission	6	705	851
4	mission	6	851	997
3	mission	6	997	1143
4	mission	6	1143	1289
10	mission	6	1289	1435
7	mission	7	0	53
9	mission	7	53	203
5	mission	7	203	353
12	mission	7	353	503
9	mission	7	503	653
6	mission	7	653	803
3	mission	7	803	953
11	mission	7	953	1103
5	mission	7	1103	1253
12	mission	7	1253	1403
11	mission	7	1403	1440
1	charge	0	84	89
11	charge	0	206	211
3	charge	0	328	333
9	charge	0	450	455
2	charge	0	572	577
1	charge	0	694	699
5	charge	0	816	821
9	charge	0	938	943
8	charge	0	1060	1065
2	charge	0	1182	1187
8	charge	0	1304	1309
2	charge	0	1426	1431
2	charge	0	116	121
10	charge	0	252	257
7	charge	0	388	393
3	charge	0	524	529
8	charge	0	660	665
4	charge	0	796	801
11	charge	0	932	937
6	charge	0	1068	1073
12	charge	0	1204	1209
7	charge	0	1340	1345
3	charge	0	79	84
8	charge	0	205	210
6	charge	0	331	336
10	charge	0	457	462
5	charge	0	583	588
10	charge	0	709	714
7	charge	0	835	840
2	charge	0	961	966
7	charge	0	1087	1092
10	charge	0	1213	1218
9	charge	0	1339	1344
4	charge	0	67	72
12	charge	0	205	210
2	charge	0	343	348
1	charge	0	481	486
6	charge	0	619	624
2	charge	0	757	762
1	charge	0	895	900
5	charge	0	1033	1038
1	charge	0	1171	1176
11	charge	0	1309	1314
5	charge	0	153	158
4	charge	0	293	298
8	charge	0	433	438
7	charge	0	573	578
11	charge	0	713	718
8	charge	0	853	858
10	charge	0	993	998
9	charge	0	1133	1138
6	charge	0	1273	1278
1	charge	0	1413	1418
6	charge	0	138	143
1	charge	0	284	289
11	charge	0	430	435
4	charge	0	576	581
3	charge	0	722	727
12	charge	0	868	873
4	charge	0	1014	1019
3	charge	0	1160	1165
4	charge	0	1306	1311
7	charge	0	68	73
9	charge	0	218	223
5	charge	0	368	373
12	charge	0	518	523
9	charge	0	668	673
6	charge	0	818	823
3	charge	0	968	973
11	charge	0	1118	1123
5	charge	0	1268	1273
12	charge	0	1418	1423
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 404 variables, 2,185 constraints
 ! Presolve      : 2,552 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.04s (0.04s extraction + 0.00s propagation)
 !  . Log search space  : 261.2 (before), 261.2 (after)
 !  . Memory usage      : 9.6 MB (before), 9.6 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        404                 -
 + New bound is 40,000
 *        41,889      347  0.26s        1      (gap is 4.51%)
 *        41,440      525  0.26s        1      (gap is 3.47%)
 *        41,429    1,219  0.26s        2      (gap is 3.45%)
 *        41,400    1,309  0.26s        2      (gap is 3.38%)
 *        41,397    1,392  0.26s        2      (gap is 3.37%)
 *        41,328    1,757  0.26s        9      (gap is 3.21%)
 *        41,261    1,913  0.26s        9      (gap is 3.06%)
 *        41,260    3,567  1.25s        1      (gap is 3.05%)
 *        41,185    3,869  1.25s        1      (gap is 2.88%)
 *        41,170    5,510  1.25s        1      (gap is 2.84%)
 *        41,116    5,580  1.25s        1      (gap is 2.71%)
 *        41,100    5,656  1.25s        1      (gap is 2.68%)
 *        41,078    7,012  1.25s        1      (gap is 2.62%)
 *        41,040    7,620  1.25s        1      (gap is 2.53%)
 *        41,024    8,804  1.25s        1      (gap is 2.50%)
 *        40,962    9,719  1.25s        1      (gap is 2.35%)
 *        40,960    9,984  1.25s        1      (gap is 2.34%)
 *        40,954   10,459  1.25s        1      (gap is 2.33%)
 *        40,934    5,766  1.25s        2      (gap is 2.28%)
 ! Time = 1.25s, Average fail depth = 16, Memory usage = 69.9 MB
 ! Current bound is 40,000 (gap is 2.28%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        40,930    6,567  1.25s        2      (gap is 2.27%)
 *        40,894    7,370  1.25s        2      (gap is 2.19%)
 *        40,888   13,660  1.66s        1      (gap is 2.17%)
 *        40,886   13,777  1.66s        1      (gap is 2.17%)
 *        40,880   11,646  1.66s        3      (gap is 2.15%)
 *        40,874   11,711  1.66s        3      (gap is 2.14%)
 *        40,861   12,581  1.89s       11      (gap is 2.11%)
 *        40,846   13,213  1.89s       11      (gap is 2.07%)
 *        40,845   13,601  1.89s       11      (gap is 2.07%)
 *        40,825   17,217  2.35s        8      (gap is 2.02%)
 *        40,823   17,451  2.35s        8      (gap is 2.02%)
 *        40,817   18,023  2.35s        8      (gap is 2.00%)
 *        40,797   18,172  2.35s        8      (gap is 1.95%)
 *        40,777   19,229  2.58s        8      (gap is 1.91%)
 *        40,716   21,535  3.03s        7      (gap is 1.76%)
 *        40,700   21,240  3.23s       10      (gap is 1.72%)
 *        40,684   24,018  4.36s       12      (gap is 1.68%)
 *        40,681   36,852  6.59s        5      (gap is 1.67%)
 *        40,658   44,333  8.63s       14      (gap is 1.62%)
 *        40,647   50,476  8.90s        4      (gap is 1.59%)
 ! Time = 8.90s, Average fail depth = 20, Memory usage = 66.6 MB
 ! Current bound is 40,000 (gap is 1.59%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        40,631   42,487  9.39s       16      (gap is 1.55%)
 *        40,630   63,685  13.58s      12      (gap is 1.55%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 41 solutions found.
 ! Best objective         : 40,630 (gap is 1.55%)
 ! Best bound             : 40,000
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 2,366,110
 ! Number of fails        : 1,109,669
 ! Total memory usage     : 67.2 MB (65.3 MB CP Optimizer + 1.9 MB Concert)
 ! Time spent in solve    : 30.05s (30.02s engine + 0.04s extraction)
 ! Search speed (br. / s) : 78,820.4
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	charge	5	293	298
1	charge	5	433	438
1	charge	5	573	578
1	charge	5	713	718
1	charge	5	853	858
1	charge	5	993	998
1	charge	5	1133	1138
1	charge	5	1273	1278
1	charge	5	1413	1418
1	charge	6	284	289
1	charge	6	722	727
1	charge	6	868	873
1	charge	6	1014	1019
1	charge	6	1160	1165
1	charge	6	1306	1311
1	charge	7	68	73
1	charge	7	218	223
1	return	0	1438	1438
1	start	0	0	0
2	charge	2	660	665
2	charge	2	796	801
2	charge	2	932	937
2	charge	2	1068	1073
2	charge	3	709	714
2	charge	3	835	840
2	charge	3	961	966
2	charge	3	1087	1092
2	charge	3	1213	1218
2	charge	3	1339	1344
2	charge	4	67	72
2	charge	4	205	210
2	charge	4	343	348
2	charge	4	481	486
2	charge	6	576	581
2	charge	7	368	373
2	charge	7	518	523
2	charge	7	1418	1423
2	start	0	0	0
2	return	0	1438	1438
3	charge	1	84	89
3	charge	1	206	211
3	charge	1	328	333
3	charge	1	450	455
3	charge	1	572	577
3	charge	1	694	699
3	charge	1	816	821
3	charge	1	938	943
3	charge	1	1060	1065
3	charge	1	1182	1187
3	charge	1	1304	1309
3	charge	1	1426	1431
3	charge	5	153	158
3	charge	6	138	143
3	charge	6	430	435
3	start	0	0	0
3	return	0	1460	1460
4	charge	2	116	121
4	charge	2	252	257
4	charge	2	388	393
4	charge	2	524	529
4	charge	2	1204	1209
4	charge	2	1340	1345
4	charge	3	79	84
4	charge	3	205	210
4	charge	3	331	336
4	charge	3	457	462
4	charge	3	583	588
4	charge	4	619	624
4	charge	4	757	762
4	charge	4	895	900
4	charge	4	1033	1038
4	charge	4	1171	1176
4	charge	4	1309	1314
4	charge	7	668	673
4	charge	7	818	823
4	charge	7	968	973
4	charge	7	1118	1123
4	charge	7	1268	1273
4	return	0	1367	1367
4	start	0	0	0
Version identifier: 20.1.0.0 | 2020-11-10 | 9bedb6d68
CPXPARAM_TimeLimit                               30
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.050000000000000003
CPXPARAM_MIP_Tolerances_MIPGap                   0.050000000000000003
Tried aggregator 1 time.
MIP Presolve eliminated 36813 rows and 19516 columns.
MIP Presolve modified 3920 coefficients.
Reduced MIP has 2613 rows, 19334 columns, and 59990 nonzeros.
Reduced MIP has 19320 binaries, 14 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.08 sec. (53.19 ticks)
Tried aggregator 1 time.
Detecting symmetries...
MIP Presolve modified 3038 coefficients.
Reduced MIP has 2613 rows, 19334 columns, and 59990 nonzeros.
Reduced MIP has 19320 binaries, 14 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.05 sec. (43.88 ticks)
Probing fixed 56 vars, tightened 0 bounds.
Probing time = 0.27 sec. (123.56 ticks)
Cover probing fixed 0 vars, tightened 21 bounds.
Clique table members: 39802.
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 16 threads.
Root relaxation solution time = 0.19 sec. (152.02 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

      0     0    40624.0000   531                  40624.0000       14         
*     0+    0                        40624.0000    40624.0000             0.00%
      0     0        cutoff          40624.0000    40624.0000       14    0.00%
Elapsed time = 1.33 sec. (933.91 ticks, tree = 0.01 MB, solutions = 1)

Root node processing (before b&c):
  Real time             =    1.33 sec. (935.30 ticks)
Parallel b&c, 16 threads:
  Real time             =    0.00 sec. (0.00 ticks)
  Sync time (average)   =    0.00 sec.
  Wait time (average)   =    0.00 sec.
                          ------------
Total (root+branch&cut) =    1.33 sec. (935.30 ticks)
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 3,014 variables, 4,340 constraints
 ! Presolve      : 3,889 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.19s (0.19s extraction + 0.00s propagation)
 !  . Log search space  : 625.6 (before), 625.6 (after)
 !  . Memory usage      : 11.1 MB (before), 11.1 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0      2,434                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             8      413  0.60s        1      (gap is 100.0%)
 *             7      967  2.40s        1      (gap is 100.0%)
 ! Using failure-directed search.
               7    1,689          1    1         1 >= vUsed(9)
 + New bound is 1 (gap is 85.71%)
               7    1,723          1    1         1 >= vUsed(10)
 + New bound is 2 (gap is 71.43%)
               7    4,324        311    1   F     1 >= vUsed(12)
